id	surface	hanja	gloss	level	created	source
126759	한번쯤		just one time		2010-06-06T18:41:42Z	hg6-233840@ezcorean:233840
126760	한벌		case		2006-01-16T09:52:46Z	engdic-22683@ezcorean:22683
126761	한복	韓服	Korean traditional clothing	A	2009-01-01T20:23:14Z	joe-202614@ezcorean:209925
126762	한복판		emphasis form of BokPan (rear 2 syllables) [복판: flat/square in the middle]		2008-12-22T23:18:19Z	sjk-210928@ezcorean:210928
126763	한북		North and South		2009-11-01T18:56:53Z	ggs-233388@ezcorean:233388
126764	한뼘		span		2006-01-16T09:52:46Z	engdic-173151@ezcorean:173151
126765	한사	限死			2009-01-01T20:23:14Z	mr.hanja-229522@ezcorean:229522
126766	한사람		unit		2006-01-16T09:52:46Z	engdic-193820@ezcorean:193820
126767	한사리		fake		2006-01-16T09:52:46Z	engdic-64360@ezcorean:64360
126768	한사리		spring tide		2006-01-16T09:52:46Z	engdic-174795@ezcorean:174795
126769	한사의		tail		2006-01-16T09:52:46Z	engdic-182225@ezcorean:182225
126770	한사코	限死코	to attempt suicide ; to be very stubborn and persistent		2009-02-09T09:02:28Z	khk-231254@ezcorean:231254
126771	한산	閑散	stress-free		2009-01-01T20:23:14Z	mr.hanja-229523@ezcorean:229523
126772	한산하다	閑散하다	without much action/activity going on		2009-08-21T21:51:39Z	hgow-232908@ezcorean:232908
126773	한삽		spadeful		2006-01-16T09:52:46Z	engdic-173137@ezcorean:173137
126774	한상자		case		2006-01-16T09:52:46Z	engdic-22681@ezcorean:22681
126775	한색		cold colors		2006-01-16T09:52:46Z	engdic-32378@ezcorean:32378
126776	한서	寒暑			2009-01-01T20:23:14Z	mr.hanja-229524@ezcorean:229524
126777	한설	寒雪	snow from a cold fierce weather		2010-10-21T13:41:08Z	hg5-234933@ezcorean:234933
126778	한센병		Hansens disease		2006-01-16T09:52:46Z	engdic-82975@ezcorean:82975
126779	한소끔		the state of having boiled for a while		2010-06-08T13:06:52Z	cb-233867@ezcorean:233867
126780	한손의		singlehanded		2006-01-16T09:52:46Z	engdic-168851@ezcorean:168851
126781	한손폭		handbreadth		2006-01-16T09:52:46Z	engdic-82622@ezcorean:82622
126782	한수	寒水	cold water		2010-10-06T19:10:09Z	mr.hanja-229525@ezcorean:229525
126783	한수	漢水	the Han river		2010-10-16T01:47:25Z	hg5-234867@ezcorean:234867
126784	한수	―手	a move, a fake, a skilled maneauver		2010-10-06T19:10:45Z	hg5-234808@ezcorean:234808
126785	한순간	-瞬間	One fleeting moment	C	2008-08-08T17:08:08Z	joe-204479@ezcorean:209926
126786	한술		a spoonful of food		2008-04-30T03:20:09Z	boss-206642@ezcorean:206642
126787	한숨		A breath	B	2006-01-16T09:52:46Z	engdic-202227@ezcorean:17449
126788	한시	漢詩			2009-01-01T20:23:14Z	mr.hanja-229526@ezcorean:229526
126789	한시간		hour		2006-01-16T09:52:46Z	engdic-88221@ezcorean:88221
126790	한시사	漢詩史			2009-01-01T20:23:14Z	mr.hanja-229527@ezcorean:229527
126791	한시인	漢詩人			2009-01-01T20:23:14Z	mr.hanja-229528@ezcorean:229528
126792	한시적	限時的			2009-01-01T20:23:14Z	mr.hanja-229529@ezcorean:229529
126793	한식	韓食	Korean food	C	2009-01-01T20:23:14Z	joe-222159@ezcorean:209927
126794	한심	寒心			2009-01-01T20:23:14Z	mr.hanja-229530@ezcorean:229530
126795	한심유항	寒深柳巷			2009-01-01T20:23:14Z	mr.hanja-229531@ezcorean:229531
126796	한심하다		to come up short in the talent department		2010-06-29T12:43:40Z	joe-234057@ezcorean:234057
126797	한심한		contemptible		2006-01-16T09:52:46Z	engdic-37527@ezcorean:37527
126798	한쌍	—雙	a couple, a pair		2009-03-29T20:04:35Z	joe-40992@ezcorean:40992
126799	한약	韓藥			2009-01-01T20:23:14Z	mr.hanja-229532@ezcorean:229532
126800	한약물	韓藥物			2009-01-01T20:23:14Z	mr.hanja-229533@ezcorean:229533
126801	한약방	韓藥房			2009-01-01T20:23:14Z	mr.hanja-229534@ezcorean:229534
126802	한약업자	韓藥業者			2009-01-01T20:23:14Z	mr.hanja-229535@ezcorean:229535
126803	한약재	韓藥材			2009-01-01T20:23:14Z	mr.hanja-229536@ezcorean:229536
126804	한어	漢語			2009-01-01T20:23:14Z	mr.hanja-229537@ezcorean:229537
126805	한없는		boundless, interminable, unmeasured		2008-11-21T09:04:00Z	joe-16715@ezcorean:16715
126806	한없음		illimitability		2006-01-16T09:52:46Z	engdic-90578@ezcorean:90578
126807	한없이		ceaselessly, endlessly, on-and-on		2009-08-07T07:23:48Z	joe-232755@ezcorean:232755
126808	한여름		Midsummer, the middle of summer	C	2006-01-16T09:52:46Z	engdic-206163@ezcorean:179858
126809	한역	漢譯			2009-01-01T20:23:14Z	mr.hanja-229538@ezcorean:229538
126810	한영	韓英			2009-01-01T20:23:14Z	mr.hanja-229539@ezcorean:229539
126811	한예		piece		2006-01-16T09:52:46Z	engdic-133776@ezcorean:133776
126812	한옥	韓屋	traditional Korean house		2009-08-03T19:12:02Z	mr.hanja-229540@ezcorean:229540
126813	한우	韓牛			2009-01-01T20:23:14Z	mr.hanja-229541@ezcorean:229541
126814	한유	閑裕			2009-01-01T20:23:14Z	mr.hanja-229542@ezcorean:229542
126815	한의사	韓醫師	herb doctor		2009-01-01T20:23:14Z	engdic-85384@ezcorean:85384
126816	한의원	韓醫院			2009-01-01T20:23:14Z	mr.hanja-229543@ezcorean:229543
126817	한의학	韓醫學			2009-01-01T20:23:14Z	mr.hanja-229544@ezcorean:229544
126818	한의학적	韓醫學的			2009-01-01T20:23:14Z	mr.hanja-229545@ezcorean:229545
126819	한입		snatch		2006-01-16T09:52:46Z	engdic-171170@ezcorean:171170
126820	한입		gobbet		2006-01-16T09:52:46Z	engdic-77945@ezcorean:77945
126821	한자	漢字	Korean character, derived from chinese	A	2009-01-01T20:23:14Z	engdic-202643@ezcorean:26841
126822	한자루		pair		2006-01-16T09:52:46Z	engdic-128307@ezcorean:128307
126823	한자문화권	漢字文化觀	cultures that use hanja		2010-10-29T15:16:43Z	hg3-234992@ezcorean:234992
126824	한자식	漢字式			2009-01-01T20:23:14Z	mr.hanja-229546@ezcorean:229546
126825	한자어	漢字語			2009-01-01T20:23:14Z	mr.hanja-229547@ezcorean:229547
126826	한잔	-盞	A drink of liquor	B	2009-01-01T20:23:14Z	engdic-205067@ezcorean:44962
126827	한잠		zizz		2006-01-16T09:52:46Z	engdic-205007@ezcorean:205007
126828	한장		one piece (of paper/cards)		2008-12-19T06:11:07Z	joe-133775@ezcorean:133775
126829	한재	旱災			2009-01-01T20:23:14Z	mr.hanja-229548@ezcorean:229548
126830	한적	閑寂	tranquility		2009-01-01T20:23:14Z	joe-205941@ezcorean:205941
126831	한적하다	閑寂하다	quiet, without people		2009-08-21T21:51:07Z	hgow-232907@ezcorean:232907
126832	한적한		restful, unfrequented		2009-02-11T09:23:44Z	sye-153874@ezcorean:153874
126833	한절		item		2006-01-16T09:52:46Z	engdic-99848@ezcorean:99848
126834	한점		slice		2006-01-16T09:52:46Z	engdic-169995@ezcorean:169995
126835	한정	限定	a limitation, a restriction (one volume/the scope of sth)		2009-01-01T20:23:14Z	joe-106334@ezcorean:106334
126836	한정된		limited, qualified, restricted		2008-11-16T05:04:17Z	joe-106331@ezcorean:106331
126837	한정사		attributive, determinative		2009-02-24T08:23:04Z	joe-8914@ezcorean:8914
126838	한정성		specificity		2006-01-16T09:52:46Z	engdic-173514@ezcorean:173514
126839	한정적	限定的			2009-01-01T20:23:14Z	mr.hanja-229549@ezcorean:229549
126840	한정판		limited edition		2006-01-16T09:52:46Z	engdic-106345@ezcorean:106345
126841	한제		cryogen		2006-01-16T09:52:46Z	engdic-44365@ezcorean:44365
126842	한제		freezing mixture		2006-01-16T09:52:46Z	engdic-72503@ezcorean:72503
126843	한조		Han		2006-01-16T09:52:46Z	engdic-82591@ezcorean:82591
126844	한조		case		2006-01-16T09:52:46Z	engdic-22682@ezcorean:22682
126845	한주의		SinoKorean		2006-01-16T09:52:46Z	engdic-169008@ezcorean:169008
126846	한증	寒症	sudarium		2009-01-01T20:23:14Z	engdic-179521@ezcorean:179521
126847	한증막	汗蒸幕	sudarium, sudatorium, sudatory		2009-01-28T10:58:13Z	exchange-179522@ezcorean:179522
126848	한증탕	汗蒸湯			2009-01-01T20:23:14Z	mr.hanja-229550@ezcorean:229550
126849	한지	韓紙	cold  latitude  s		2009-01-01T20:23:14Z	engdic-104373@ezcorean:104373
126850	한직	閑職	a post with an easy assignment		2009-01-01T20:23:14Z	sjk-210903@ezcorean:210903
126851	한직제	限職制			2009-01-01T20:23:14Z	mr.hanja-229551@ezcorean:229551
126852	한진		miliaria		2006-01-16T09:52:46Z	engdic-114721@ezcorean:114721
126853	한집		door		2006-01-16T09:52:46Z	engdic-53879@ezcorean:53879
126854	한쪽		On one side	B	2008-08-08T17:08:08Z	joe-201511@ezcorean:209928
126855	한쪽에		one side		2008-11-21T09:04:34Z	engdic-7882@ezcorean:7882
126856	한차인		blooming		2006-01-16T09:52:46Z	engdic-15272@ezcorean:15272
126857	한찮은		trumpery		2006-01-16T09:52:46Z	engdic-190287@ezcorean:190287
126858	한참		For some time, for a while	B	2006-01-16T09:52:46Z	engdic-201612@ezcorean:16757
126859	한참 동안		for a little while		2009-02-09T07:16:38Z	khk-231231@ezcorean:231231
126860	한참 후에		a little later		2009-11-16T13:22:44Z	joe-233478@ezcorean:233478
126861	한창		The height, summit , the top	C	2006-01-16T09:52:46Z	engdic-203615@ezcorean:73463
126862	한창때		summer		2006-01-16T09:52:46Z	engdic-179844@ezcorean:179844
126863	한천		agaragar		2006-01-16T09:52:46Z	engdic-2686@ezcorean:2686
126864	한촌	閑村			2009-01-01T20:23:14Z	mr.hanja-229553@ezcorean:229553
126865	한촌	寒村			2009-01-01T20:23:14Z	mr.hanja-229552@ezcorean:229552
126866	한층	-層	More, still more; to the next level	C	2008-08-08T17:08:08Z	joe-204574@ezcorean:210064
126867	한탄하다	恨歎하다	to sigh when sth bad happens		2010-07-31T16:23:40Z	mr.hanja-229554@ezcorean:229554
126868	한턱		treat		2006-01-16T09:52:46Z	engdic-189188@ezcorean:189188
126869	한통		a barrelful, a cask of sth		2008-12-19T06:12:22Z	joe-11355@ezcorean:11355
126870	한통속		fellow conspirators		2008-04-30T03:55:45Z	boss-206645@ezcorean:206645
126871	한통속		party to a plot		2008-04-30T03:56:01Z	engdic-134542@ezcorean:134542
126872	한파	寒波	cold wave		2009-01-01T20:23:14Z	engdic-32437@ezcorean:32437
126873	한판		bout, game, round		2008-11-21T08:59:52Z	joe-16755@ezcorean:16755
126874	한패		sb close, mate		2008-11-21T09:00:09Z	joe-40224@ezcorean:40224
126875	한편	-便	One side, one way	B	2006-01-16T09:52:46Z	engdic-200635@ezcorean:111940
126876	한평생	-平生	A lifetime, for one's entire life	C	2009-01-01T20:23:14Z	joe-210331@ezcorean:209963
126877	한하다	限하다	Limit, restrict	C	2009-01-02T21:33:11Z	joe-205433@ezcorean:209218
126878	한학자	漢學者			2009-01-01T20:23:14Z	mr.hanja-229555@ezcorean:229555
126879	한학파	漢學派			2009-01-01T20:23:14Z	mr.hanja-229556@ezcorean:229556
126880	한해	旱害	annum		2009-01-01T20:23:14Z	engdic-5403@ezcorean:5403
126881	한화	韓貨			2009-01-01T20:23:14Z	mr.hanja-229557@ezcorean:229557
126882	할 가치가 있다		deserve		2006-01-16T09:52:46Z	engdic-49661@ezcorean:49661
126883	할 것이다		will		2006-01-16T09:52:46Z	engdic-202720@ezcorean:202720
126884	할 것이다		would		2006-01-16T09:52:46Z	engdic-203817@ezcorean:203817
126885	할 결의인		resolute		2006-01-16T09:52:46Z	engdic-153400@ezcorean:153400
126886	할 듯 싶은		probable		2006-01-16T09:52:46Z	engdic-139482@ezcorean:139482
126887	할 듯하다		threaten		2006-01-16T09:52:46Z	engdic-185492@ezcorean:185492
126888	할 때에는 언제든지		whenever		2006-01-16T09:52:46Z	engdic-201839@ezcorean:201839
126889	할 마음이 내키게 하다		dispose		2006-01-16T09:52:46Z	engdic-52455@ezcorean:52455
126890	할 마음이 있는		minded		2006-01-16T09:52:46Z	engdic-115056@ezcorean:115056
126891	할 마음이내키다		incline		2006-01-16T09:52:46Z	engdic-92957@ezcorean:92957
126892	할 만큼		so		2006-01-16T09:52:46Z	engdic-171486@ezcorean:171486
126893	할 말		say		2006-01-16T09:52:46Z	engdic-162333@ezcorean:162333
126894	할 목적으로		with the  view   of		2006-01-16T09:52:46Z	engdic-197999@ezcorean:197999
126895	할 목적으로		with a  view   to		2006-01-16T09:52:46Z	engdic-197997@ezcorean:197997
126896	할 바에는 해도 좋다		would(has)as  lief   (as)		2006-01-16T09:52:46Z	engdic-105900@ezcorean:105900
126897	할 보람이 있는		rewarding		2006-01-16T09:52:46Z	engdic-155363@ezcorean:155363
126898	할 셈이다		mean3		2006-01-16T09:52:46Z	engdic-112466@ezcorean:112466
126899	할 수 없는		unable		2006-01-16T09:52:46Z	engdic-191834@ezcorean:191834
126900	할 수 있는		possible, can be done		2009-03-30T18:21:07Z	joe-90402@ezcorean:90402
126901	할 수 있는		able, doable		2009-02-28T00:28:51Z	joe-175@ezcorean:175
126902	할 수 있다		will		2006-01-16T09:52:46Z	engdic-202724@ezcorean:202724
126903	할 수 있다		be able		2006-01-16T09:52:46Z	engdic-176@ezcorean:176
126904	할 의무가 있는		obligated		2006-01-16T09:52:46Z	engdic-123882@ezcorean:123882
126905	할 일이 없는		clear		2006-01-16T09:52:46Z	engdic-29750@ezcorean:29750
126906	할 작정의		intentioned		2006-01-16T09:52:46Z	engdic-97185@ezcorean:97185
126907	할 조건으로		providing		2006-01-16T09:52:46Z	engdic-141187@ezcorean:141187
126908	할 텐데		would		2006-01-16T09:52:46Z	engdic-203819@ezcorean:203819
126909	할거주의	割據主義			2009-01-01T20:23:14Z	mr.hanja-229558@ezcorean:229558
126910	할계언용우도	割鷄焉用牛刀	닭을 잡다 + 용우두 (소 잡는 칼을 쓴다) = capturing a chicken with a knife you use to capture a cow		2009-09-27T19:53:06Z	gsso2-600720@ezcorean:233167
126911	할구		blastomere		2006-01-16T09:52:46Z	engdic-14828@ezcorean:14828
126912	할당	割當	allotment, apportionment, share		2009-01-01T20:23:14Z	joe-3813@ezcorean:3813
126913	할당액		quota		2008-11-13T04:02:18Z	joe-143806@ezcorean:143806
126914	할당제	割當制			2009-01-01T20:23:14Z	mr.hanja-229559@ezcorean:229559
126915	할당하다	割當하다	allocate, allot, apportion, assign		2009-01-02T21:33:11Z	joe-3761@ezcorean:3761
126916	할라		hallah		2006-01-16T09:52:46Z	engdic-82393@ezcorean:82393
126917	할라카		Halakah		2006-01-16T09:52:46Z	engdic-82086@ezcorean:82086
126918	할라파		jalap		2006-01-16T09:52:46Z	engdic-100160@ezcorean:100160
126919	할라파제		jalap		2006-01-16T09:52:46Z	engdic-100161@ezcorean:100161
126920	할라폰 장치		Halaphone		2006-01-16T09:52:46Z	engdic-82088@ezcorean:82088
126921	할라프 문화		Halafian		2006-01-16T09:52:46Z	engdic-82085@ezcorean:82085
126922	할랄라		halala		2006-01-16T09:52:46Z	engdic-82087@ezcorean:82087
126923	할레르		haler		2006-01-16T09:52:46Z	engdic-82104@ezcorean:82104
126924	할레르 알루미늄 주화		haler		2006-01-16T09:52:46Z	engdic-82105@ezcorean:82105
126925	할렐		Hallel		2006-01-16T09:52:46Z	engdic-82394@ezcorean:82394
126926	할렐루야		hallelujah		2006-01-16T09:52:46Z	engdic-82395@ezcorean:82395
126927	할례		circumcision		2006-01-16T09:52:46Z	engdic-28439@ezcorean:28439
126928	할로겐		halogen		2006-01-16T09:52:46Z	engdic-82444@ezcorean:82444
126929	할로겐 유도체		haloid		2006-01-16T09:52:46Z	engdic-82449@ezcorean:82449
126930	할로겐과의 화합		halogenation		2006-01-16T09:52:46Z	engdic-82446@ezcorean:82446
126931	할로겐염		haloid		2006-01-16T09:52:46Z	engdic-82448@ezcorean:82448
126932	할로겐화		halogenation		2006-01-16T09:52:46Z	engdic-82445@ezcorean:82445
126933	할로겐화 탄소		halocarbon		2006-01-16T09:52:46Z	engdic-82441@ezcorean:82441
126934	할로겐화물		halide		2006-01-16T09:52:46Z	engdic-82370@ezcorean:82370
126935	할로메탄		halomethane		2006-01-16T09:52:46Z	engdic-82450@ezcorean:82450
126936	할로페리돌		haloperidol		2006-01-16T09:52:46Z	engdic-82452@ezcorean:82452
126937	할루츠		halutz		2006-01-16T09:52:46Z	engdic-82471@ezcorean:82471
126938	할리가		Harley Street		2006-01-16T09:52:46Z	engdic-83438@ezcorean:83438
126939	할리데이비드슨		HarleyDavidson		2006-01-16T09:52:46Z	engdic-83437@ezcorean:83437
126940	할리우드의 원형 극장		Hollywood Bowl		2006-01-16T09:52:46Z	engdic-86975@ezcorean:86975
126941	할만큼의		what		2006-01-16T09:52:46Z	engdic-201743@ezcorean:201743
126942	할맥	割麥			2009-01-01T20:23:14Z	mr.hanja-229560@ezcorean:229560
126943	할머니		Grandmother	A	2006-01-16T09:52:46Z	engdic-200536@ezcorean:79119
126944	할머니 안경		granny glasses		2006-01-16T09:52:46Z	engdic-79224@ezcorean:79224
126945	할머니 옷 스타일의		granny, -nie		2006-01-16T09:52:46Z	engdic-79220@ezcorean:79220
126946	할머니다운		grandmotherly		2006-01-16T09:52:46Z	engdic-79129@ezcorean:79129
126947	할멈		an old woman (pej.)		2009-03-09T03:15:05Z	joe-205509@ezcorean:205509
126948	할미새		wagtail		2006-01-16T09:52:46Z	engdic-199479@ezcorean:199479
126949	할미새사촌		minivet		2006-01-16T09:52:46Z	engdic-115279@ezcorean:115279
126950	할바		halva		2006-01-16T09:52:46Z	engdic-82472@ezcorean:82472
126951	할복	割腹	happy dispatch		2009-01-01T20:23:14Z	engdic-83030@ezcorean:83030
126952	할복	割腹	harakiri		2009-01-01T20:23:14Z	engdic-83059@ezcorean:83059
126953	할부	割賦			2009-01-01T20:23:14Z	mr.hanja-229561@ezcorean:229561
126954	할부 변제금		amortization		2006-01-16T09:52:46Z	engdic-4508@ezcorean:4508
126955	할부 판매 계약 취소 보증 제도		cooling off		2006-01-16T09:52:46Z	engdic-38766@ezcorean:38766
126956	할부 판매인		tallyman		2006-01-16T09:52:46Z	engdic-182564@ezcorean:182564
126957	할부금	割賦金			2009-01-01T20:23:14Z	mr.hanja-229562@ezcorean:229562
126958	할부판매점		tallyshop		2006-01-16T09:52:46Z	engdic-182571@ezcorean:182571
126959	할선		secant		2006-01-16T09:52:46Z	engdic-164124@ezcorean:164124
126960	할수 없게하다		indispose		2006-01-16T09:52:46Z	engdic-94085@ezcorean:94085
126961	할수 없는		inextinguishable		2006-01-16T09:52:46Z	engdic-94675@ezcorean:94675
126962	할수 없는		incapable		2006-01-16T09:52:46Z	engdic-92672@ezcorean:92672
126963	할수 없음		inability		2006-01-16T09:52:46Z	engdic-92399@ezcorean:92399
126964	할수 없음		incalculability		2006-01-16T09:52:46Z	engdic-92644@ezcorean:92644
126965	할수 있다		may		2006-01-16T09:52:46Z	engdic-112329@ezcorean:112329
126966	할수있게하다		enable		2006-01-16T09:52:46Z	engdic-59009@ezcorean:59009
126967	할슈타트 문화		Hallstatt		2006-01-16T09:52:46Z	engdic-82414@ezcorean:82414
126968	할쑥한		ghastly		2006-01-16T09:52:46Z	engdic-76617@ezcorean:76617
126969	할아버지		Grandfather	A	2006-01-16T09:52:46Z	engdic-200682@ezcorean:79155
126970	할아범		geezer		2006-01-16T09:52:46Z	engdic-75642@ezcorean:75642
126971	할애	割愛	part with		2009-01-01T20:23:14Z	joe-206032@ezcorean:206032
126972	할애하다	割愛하다	spare the time to do sth		2009-01-02T21:33:11Z	engdic-173223@ezcorean:173223
126973	할양		cession		2006-01-16T09:52:46Z	engdic-24566@ezcorean:24566
126974	할양된 영토		cession		2006-01-16T09:52:46Z	engdic-24569@ezcorean:24569
126975	할양하다		cede		2006-01-16T09:52:46Z	engdic-23898@ezcorean:23898
126976	할인	割引	A discount	B	2009-01-01T20:23:14Z	engdic-207958@ezcorean:45789
126977	할인 가격		cutrate		2006-01-16T09:52:46Z	engdic-45760@ezcorean:45760
126978	할인 감가		cut		2006-01-16T09:52:46Z	engdic-45630@ezcorean:45630
126979	할인 점포		discount store		2006-01-16T09:52:46Z	engdic-51827@ezcorean:51827
126980	할인 판매자		offpricer		2006-01-16T09:52:46Z	engdic-124617@ezcorean:124617
